Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   9     5     9    12  2.677582E-01  3.911771E-01  3.989530E-01  6.515396E-01  2.887561E-01  4.278731E-01  4.379042E-01  7.263142E-01
   9     5     9    13  2.548065E-01  3.731306E-01  3.791936E-01  6.221793E-01  2.765184E-01  4.125893E-01  4.196425E-01  7.028105E-01
   9     5     9    14  2.449567E-01  3.539728E-01  3.656787E-01  5.901072E-01  2.683659E-01  3.953851E-01  4.098299E-01  6.747425E-01
   9     6     1     1  2.610280E-01  3.157479E-01  3.190795E-01  3.657375E-01  3.494533E-01  4.589033E-01  4.665755E-01  5.798503E-01
   9     6     1     2  2.610167E-01  3.157409E-01  3.190750E-01  3.657454E-01  3.494347E-01  4.588831E-01  4.665607E-01  5.798504E-01
   9     6     1     3  2.609937E-01  3.157263E-01  3.190654E-01  3.657606E-01  3.493964E-01  4.588414E-01  4.665297E-01  5.798495E-01
   9     6     1     4  2.609458E-01  3.156952E-01  3.190444E-01  3.657895E-01  3.493159E-01  4.587533E-01  4.664629E-01  5.798432E-01
   9     6     1     5  2.608430E-01  3.156255E-01  3.189946E-01  3.658409E-01  3.491398E-01  4.585585E-01  4.663102E-01  5.798130E-01
   9     6     1     6  2.606102E-01  3.154564E-01  3.188646E-01  3.659171E-01  3.487287E-01  4.580960E-01  4.659290E-01  5.796796E-01
   9     6     1     7  2.600455E-01  3.150031E-01  3.184858E-01  3.659558E-01  3.476888E-01  4.568939E-01  4.648759E-01  5.791148E-01
   9     6     1     8  2.585858E-01  3.136815E-01  3.172915E-01  3.655586E-01  3.448802E-01  4.535171E-01  4.617325E-01  5.768174E-01
   9     6     1     9  2.547866E-01  3.098104E-01  3.135761E-01  3.631338E-01  3.373928E-01  4.441118E-01  4.525324E-01  5.685997E-01
   9     6     1    10  2.461811E-01  3.003278E-01  3.041678E-01  3.554596E-01  3.209255E-01  4.227543E-01  4.310111E-01  5.474328E-01
   9     6     1    11  2.319866E-01  2.840321E-01  2.879886E-01  3.414775E-01  2.957623E-01  3.895424E-01  3.974297E-01  5.135355E-01
   9     6     1    12  2.144848E-01  2.634766E-01  2.682724E-01  3.246964E-01  2.674997E-01  3.521073E-01  3.604470E-01  4.771097E-01
   9     6     1    13  1.971091E-01  2.433700E-01  2.500376E-01  3.111046E-01  2.419831E-01  3.193734E-01  3.290182E-01  4.498505E-01
   9     6     1    14  1.841417E-01  2.309926E-01  2.374317E-01  3.064712E-01  2.240942E-01  3.007468E-01  3.082289E-01  4.405349E-01
   9     6     2     1  2.669617E-01  3.237960E-01  3.263223E-01  3.746821E-01  3.588333E-01  4.712475E-01  4.777909E-01  5.910910E-01
   9     6     2     2  2.669485E-01  3.237818E-01  3.263091E-01  3.746716E-01  3.588012E-01  4.712077E-01  4.777572E-01  5.910665E-01
   9     6     2     3  2.669220E-01  3.237531E-01  3.262823E-01  3.746503E-01  3.587363E-01  4.711271E-01  4.776884E-01  5.910162E-01
   9     6     2     4  2.668677E-01  3.236943E-01  3.262272E-01  3.746060E-01  3.586030E-01  4.709614E-01  4.775465E-01  5.909109E-01
   9     6     2     5  2.667549E-01  3.235711E-01  3.261116E-01  3.745115E-01  3.583231E-01  4.706128E-01  4.772448E-01  5.906818E-01
   9     6     2     6  2.665133E-01  3.233043E-01  3.258609E-01  3.743013E-01  3.577139E-01  4.698513E-01  4.765752E-01  5.901539E-01
   9     6     2     7  2.659772E-01  3.227058E-01  3.252955E-01  3.738154E-01  3.563251E-01  4.681068E-01  4.750028E-01  5.888515E-01
   9     6     2     8  2.647638E-01  3.213461E-01  3.239950E-01  3.726875E-01  3.530458E-01  4.639604E-01  4.711393E-01  5.854635E-01
   9     6     2     9  2.620570E-01  3.183105E-01  3.210067E-01  3.700824E-01  3.453711E-01  4.541313E-01  4.616147E-01  5.765381E-01
   9     6     2    10  2.561612E-01  3.115455E-01  3.141308E-01  3.638481E-01  3.292886E-01  4.331206E-01  4.406300E-01  5.556808E-01
   9     6     2    11  2.448030E-01  2.980153E-01  3.004460E-01  3.511184E-01  3.039618E-01  3.994291E-01  4.069196E-01  5.213998E-01
   9     6     2    12  2.275752E-01  2.765622E-01  2.799892E-01  3.321820E-01  2.742217E-01  3.594735E-01  3.682302E-01  4.827884E-01
   9     6     2    13  2.066506E-01  2.505149E-01  2.580063E-01  3.142906E-01  2.461817E-01  3.227273E-01  3.344815E-01  4.530628E-01
   9     6     2    14  1.876156E-01  2.303370E-01  2.425296E-01  3.083685E-01  2.261281E-01  3.011014E-01  3.121948E-01  4.431325E-01
   9     6     3     1  2.671641E-01  3.315694E-01  3.327553E-01  3.946447E-01  3.664565E-01  4.911583E-01  4.959555E-01  6.312087E-01
   9     6     3     2  2.671476E-01  3.315419E-01  3.327280E-01  3.946042E-01  3.664216E-01  4.910979E-01  4.958994E-01  6.311244E-01
   9     6     3     3  2.671143E-01  3.314865E-01  3.326732E-01  3.945229E-01  3.663513E-01  4.909763E-01  4.957865E-01  6.309547E-01
   9     6     3     4  2.670470E-01  3.313749E-01  3.325628E-01  3.943593E-01  3.662086E-01  4.907298E-01  4.955572E-01  6.306103E-01
   9     6     3     5  2.669094E-01  3.311482E-01  3.323387E-01  3.940283E-01  3.659159E-01  4.902246E-01  4.950858E-01  6.299033E-01
   9     6     3     6  2.666242E-01  3.306836E-01  3.318801E-01  3.933546E-01  3.653036E-01  4.891714E-01  4.940974E-01  6.284254E-01
   9     6     3     7  2.660253E-01  3.297287E-01  3.309383E-01  3.919863E-01  3.639957E-01  4.869364E-01  4.919791E-01  6.252785E-01
   9     6     3     8  2.647877E-01  3.278342E-01  3.290593E-01  3.893171E-01  3.611974E-01  4.822255E-01  4.874355E-01  6.186346E-01
   9     6     3     9  2.624470E-01  3.245269E-01  3.256900E-01  3.847515E-01  3.554693E-01  4.728818E-01  4.781609E-01  6.055518E-01
   9     6     3    10  2.586775E-01  3.199338E-01  3.207129E-01  3.785856E-01  3.444455E-01  4.557970E-01  4.606502E-01  5.824456E-01
   9     6     3    11  2.540150E-01  3.155231E-01  3.154430E-01  3.730810E-01  3.251795E-01  4.272576E-01  4.313431E-01  5.469322E-01
   9     6     3    12  2.504324E-01  3.135649E-01  3.123540E-01  3.707106E-01  2.965707E-01  3.853267E-01  3.908135E-01  5.013482E-01
   9     6     3    13  2.501825E-01  3.154339E-01  3.123449E-01  3.696176E-01  2.620953E-01  3.364248E-01  3.491447E-01  4.611717E-01
   9     6     3    14  2.514012E-01  3.151654E-01  2.981750E-01  3.463822E-01  2.317103E-01  3.003422E-01  3.212027E-01  4.484501E-01
   9     6     4     1  2.571361E-01  3.276173E-01  3.250842E-01  4.047549E-01  3.569936E-01  4.896928E-01  4.905436E-01  6.534749E-01
   9     6     4     2  2.571249E-01  3.275963E-01  3.250649E-01  4.047215E-01  3.569695E-01  4.896453E-01  4.904999E-01  6.533972E-01
   9     6     4     3  2.571025E-01  3.275546E-01  3.250263E-01  4.046553E-01  3.569211E-01  4.895503E-01  4.904121E-01  6.532415E-01
   9     6     4     4  2.570571E-01  3.274718E-01  3.249497E-01  4.045251E-01  3.568236E-01  4.893596E-01  4.902358E-01  6.529293E-01
   9     6     4     5  2.569646E-01  3.273088E-01  3.247993E-01  4.042735E-01  3.566264E-01  4.889760E-01  4.898804E-01  6.523021E-01
   9     6     4     6  2.567729E-01  3.269946E-01  3.245098E-01  4.038073E-01  3.562243E-01  4.882026E-01  4.891602E-01  6.510400E-01
   9     6     4     7  2.563678E-01  3.264198E-01  3.239807E-01  4.030272E-01  3.554005E-01  4.866511E-01  4.877001E-01  6.485136E-01
   9     6     4     8  2.554977E-01  3.254979E-01  3.231234E-01  4.020638E-01  3.537455E-01  4.836525E-01  4.848121E-01  6.436300E-01
   9     6     4     9  2.535568E-01  3.242982E-01  3.219073E-01  4.018742E-01  3.506878E-01  4.785042E-01  4.795809E-01  6.351326E-01
   9     6     4    10  2.488358E-01  3.218670E-01  3.188533E-01  4.026752E-01  3.457673E-01  4.712509E-01  4.713167E-01  6.224991E-01
   9     6     4    11  2.393427E-01  3.141570E-01  3.088574E-01  3.973224E-01  3.392847E-01  4.633708E-01  4.605195E-01  6.067283E-01
   9     6     4    12  2.277815E-01  3.012703E-01  2.933549E-01  3.813334E-01  3.340767E-01  4.589569E-01  4.517394E-01  5.924347E-01
   9     6     4    13  2.186652E-01  2.896022E-01  2.815139E-01  3.654861E-01  3.331924E-01  4.601239E-01  4.464605E-01  5.757437E-01
   9     6     4    14  2.134080E-01  2.830670E-01  2.777750E-01  3.595023E-01  3.329559E-01  4.521402E-01  4.104917E-01  5.017703E-01
   9     6     5     1  2.417579E-01  3.155709E-01  3.077814E-01  4.073045E-01  3.293895E-01  4.578816E-01  4.516528E-01  6.324727E-01
   9     6     5     2  2.417559E-01  3.155665E-01  3.077779E-01  4.072967E-01  3.293853E-01  4.578719E-01  4.516450E-01  6.324549E-01
   9     6     5     3  2.417518E-01  3.155579E-01  3.077710E-01  4.072820E-01  3.293771E-01  4.578528E-01  4.516296E-01  6.324202E-01
   9     6     5     4  2.417436E-01  3.155423E-01  3.077583E-01  4.072555E-01  3.293604E-01  4.578157E-01  4.515993E-01  6.323532E-01
   9     6     5     5  2.417269E-01  3.155170E-01  3.077369E-01  4.072148E-01  3.293267E-01  4.577459E-01  4.515416E-01  6.322298E-01
   9     6     5     6  2.416924E-01  3.154895E-01  3.077098E-01  4.071822E-01  3.292574E-01  4.576235E-01  4.514375E-01  6.320245E-01
   9     6     5     7  2.416176E-01  3.155238E-01  3.077156E-01  4.073068E-01  3.291116E-01  4.574468E-01  4.512730E-01  6.317772E-01
   9     6     5     8  2.414289E-01  3.158945E-01  3.079283E-01  4.082366E-01  3.287903E-01  4.573493E-01  4.511077E-01  6.319006E-01
   9     6     5     9  2.407031E-01  3.171836E-01  3.086640E-01  4.118481E-01  3.280025E-01  4.579428E-01  4.512737E-01  6.341892E-01
   9     6     5    10  2.373577E-01  3.181872E-01  3.083067E-01  4.190600E-01  3.256035E-01  4.600761E-01  4.520297E-01  6.427870E-01
   9     6     5    11  2.290343E-01  3.137867E-01  3.010658E-01  4.214022E-01  3.183392E-01  4.603509E-01  4.493069E-01  6.564614E-01
   9     6     5    12  2.184984E-01  3.048149E-01  2.883956E-01  4.141609E-01  3.055725E-01  4.522372E-01  4.359820E-01  6.584204E-01
   9     6     5    13  2.087711E-01  2.942233E-01  2.755752E-01  4.015015E-01  2.933635E-01  4.390601E-01  4.193175E-01  6.418496E-01
   9     6     5    14  1.995473E-01  2.817982E-01  2.671456E-01  3.842352E-01  2.834217E-01  4.251840E-01  4.106918E-01  6.173055E-01
   9     6     6     1  2.394095E-01  3.221457E-01  3.130507E-01  4.441300E-01  3.130507E-01  4.441300E-01  4.327986E-01  6.446817E-01
   9     6     6     2  2.394081E-01  3.221423E-01  3.130480E-01  4.441234E-01  3.130480E-01  4.441234E-01  4.327934E-01  6.446683E-01
   9     6     6     3  2.394051E-01  3.221357E-01  3.130426E-01  4.441104E-01  3.130426E-01  4.441104E-01  4.327831E-01  6.446424E-01
   9     6     6     4  2.393983E-01  3.221228E-01  3.130313E-01  4.440856E-01  3.130313E-01  4.440856E-01  4.327626E-01  6.445934E-01
   9     6     6     5  2.393821E-01  3.220987E-01  3.130070E-01  4.440402E-01  3.130070E-01  4.440402E-01  4.327227E-01  6.445071E-01
   9     6     6     6  2.393387E-01  3.220570E-01  3.129511E-01  4.439668E-01  3.129511E-01  4.439668E-01  4.326461E-01  6.443813E-01
   9     6     6     7  2.392091E-01  3.219988E-01  3.128115E-01  4.438881E-01  3.128115E-01  4.438881E-01  4.325065E-01  6.443135E-01
   9     6     6     8  2.387865E-01  3.219647E-01  3.124229E-01  4.439781E-01  3.124229E-01  4.439781E-01  4.322732E-01  6.448663E-01
   9     6     6     9  2.373695E-01  3.219693E-01  3.112184E-01  4.447923E-01  3.112184E-01  4.447923E-01  4.318636E-01  6.480977E-01
   9     6     6    10  2.331181E-01  3.207132E-01  3.073224E-01  4.460905E-01  3.073224E-01  4.460905E-01  4.301487E-01  6.573026E-01
   9     6     6    11  2.244355E-01  3.143953E-01  2.975469E-01  4.422423E-01  2.975469E-01  4.422423E-01  4.218135E-01  6.662203E-01
   9     6     6    12  2.141064E-01  3.043443E-01  2.841394E-01  4.305761E-01  2.841394E-01  4.305761E-01  4.050290E-01  6.600219E-01
   9     6     6    13  2.042436E-01  2.938821E-01  2.715183E-01  4.174409E-01  2.715183E-01  4.174409E-01  3.889423E-01  6.452892E-01
   9     6     6    14  1.948053E-01  2.839682E-01  2.614048E-01  4.044236E-01  2.614048E-01  4.044236E-01  3.752258E-01  6.283250E-01
   9     6     7     1  2.520318E-01  3.483640E-01  3.415695E-01  5.112863E-01  3.075808E-01  4.419715E-01  4.314614E-01  6.710008E-01
   9     6     7     2  2.520305E-01  3.483608E-01  3.415669E-01  5.112792E-01  3.075787E-01  4.419663E-01  4.314573E-01  6.709892E-01
   9     6     7     3  2.520275E-01  3.483541E-01  3.415613E-01  5.112650E-01  3.075745E-01  4.419559E-01  4.314489E-01  6.709665E-01
   9     6     7     4  2.520203E-01  3.483400E-01  3.415491E-01  5.112364E-01  3.075650E-01  4.419356E-01  4.314316E-01  6.709234E-01
   9     6     7     5  2.520009E-01  3.483094E-01  3.415195E-01  5.111784E-01  3.075427E-01  4.418970E-01  4.313949E-01  6.708456E-01
   9     6     7     6  2.519419E-01  3.482381E-01  3.414404E-01  5.110595E-01  3.074842E-01  4.418276E-01  4.313134E-01  6.707245E-01
   9     6     7     7  2.517456E-01  3.480563E-01  3.412041E-01  5.108106E-01  3.073130E-01  4.417199E-01  4.311180E-01  6.706171E-01
   9     6     7     8  2.510596E-01  3.475410E-01  3.404359E-01  5.102647E-01  3.067647E-01  4.416114E-01  4.306012E-01  6.709024E-01
   9     6     7     9  2.487604E-01  3.459371E-01  3.379071E-01  5.088937E-01  3.049584E-01  4.415667E-01  4.290726E-01  6.729255E-01
   9     6     7    10  2.425607E-01  3.409621E-01  3.306446E-01  5.044037E-01  2.996287E-01  4.403186E-01  4.242192E-01  6.779511E-01
   9     6     7    11  2.317355E-01  3.297978E-01  3.160408E-01  4.909151E-01  2.885428E-01  4.326902E-01  4.113994E-01  6.780763E-01
   9     6     7    12  2.198457E-01  3.155926E-01  2.980488E-01  4.686224E-01  2.749144E-01  4.187377E-01  3.919660E-01  6.629969E-01
   9     6     7    13  2.091048E-01  3.024766E-01  2.823342E-01  4.468104E-01  2.622250E-01  4.044030E-01  3.744759E-01  6.426450E-01
   9     6     7    14  1.996230E-01  2.908269E-01  2.699551E-01  4.282127E-01  2.514547E-01  3.907808E-01  3.603684E-01  6.228741E-01
   9     6     8     1  2.731160E-01  3.859587E-01  3.802532E-01  5.911488E-01  3.102306E-01  4.493907E-01  4.404698E-01  7.028228E-01
   9     6     8     2  2.731146E-01  3.859552E-01  3.802504E-01  5.911407E-01  3.102288E-01  4.493860E-01  4.404661E-01  7.028117E-01
   9     6     8     3  2.731116E-01  3.859480E-01  3.802445E-01  5.911244E-01  3.102250E-01  4.493767E-01  4.404585E-01  7.027901E-01
   9     6     8     4  2.731041E-01  3.859327E-01  3.802314E-01  5.910917E-01  3.102164E-01  4.493581E-01  4.404425E-01  7.027488E-01
   9     6     8     5  2.730840E-01  3.858991E-01  3.802001E-01  5.910265E-01  3.101954E-01  4.493219E-01  4.404080E-01  7.026741E-01
   9     6     8     6  2.730230E-01  3.858198E-01  3.801179E-01  5.908963E-01  3.101378E-01  4.492529E-01  4.403283E-01  7.025563E-01
   9     6     8     7  2.728195E-01  3.856135E-01  3.798759E-01  5.906366E-01  3.099616E-01  4.491285E-01  4.401268E-01  7.024448E-01
   9     6     8     8  2.721070E-01  3.850170E-01  3.790964E-01  5.901115E-01  3.093785E-01  4.489210E-01  4.395607E-01  7.026786E-01
   9     6     8     9  2.697042E-01  3.831367E-01  3.765302E-01  5.888856E-01  3.074323E-01  4.484723E-01  4.378151E-01  7.044325E-01
   9     6     8    10  2.631147E-01  3.772942E-01  3.690130E-01  5.845516E-01  3.017868E-01  4.461128E-01  4.323386E-01  7.084074E-01
   9     6     8    11  2.511878E-01  3.639217E-01  3.531841E-01  5.695248E-01  2.904757E-01  4.368987E-01  4.186353E-01  7.059814E-01
   9     6     8    12  2.373150E-01  3.457372E-01  3.322458E-01  5.413917E-01  2.766656E-01  4.215323E-01  3.983581E-01  6.872923E-01
   9     6     8    13  2.241913E-01  3.277095E-01  3.122563E-01  5.102036E-01  2.634658E-01  4.056563E-01  3.792827E-01  6.625452E-01
   9     6     8    14  2.126976E-01  3.113123E-01  2.950744E-01  4.810279E-01  2.518397E-01  3.903612E-01  3.632306E-01  6.379708E-01
   9     6     9     1  2.925487E-01  4.198890E-01  4.138193E-01  6.594791E-01  3.147786E-01  4.583051E-01  4.500519E-01  7.286157E-01
   9     6     9     2  2.925472E-01  4.198852E-01  4.138162E-01  6.594699E-01  3.147769E-01  4.583007E-01  4.500484E-01  7.286047E-01
   9     6     9     3  2.925441E-01  4.198775E-01  4.138099E-01  6.594516E-01  3.147734E-01  4.582917E-01  4.500411E-01  7.285834E-01
   9     6     9     4  2.925366E-01  4.198615E-01  4.137962E-01  6.594160E-01  3.147654E-01  4.582741E-01  4.500260E-01  7.285429E-01
   9     6     9     5  2.925171E-01  4.198277E-01  4.137649E-01  6.593478E-01  3.147457E-01  4.582397E-01  4.499933E-01  7.284706E-01
   9     6     9     6  2.924597E-01  4.197528E-01  4.136865E-01  6.592243E-01  3.146917E-01  4.581745E-01  4.499184E-01  7.283609E-01
   9     6     9     7  2.922733E-01  4.195746E-01  4.134679E-01  6.590273E-01  3.145267E-01  4.580586E-01  4.497315E-01  7.282785E-01
   9     6     9     8  2.916310E-01  4.191043E-01  4.127938E-01  6.588116E-01  3.139802E-01  4.578709E-01  4.492129E-01  7.286190E-01
   9     6     9     9  2.894687E-01  4.176753E-01  4.106142E-01  6.587730E-01  3.121555E-01  4.574718E-01  4.476228E-01  7.307345E-01
   9     6     9    10  2.834256E-01  4.128927E-01  4.040736E-01  6.576257E-01  3.068615E-01  4.552510E-01  4.425914E-01  7.356553E-01
   9     6     9    11  2.720788E-01  4.006404E-01  3.894339E-01  6.469873E-01  2.962538E-01  4.464043E-01  4.298060E-01  7.347388E-01
   9     6     9    12  2.584607E-01  3.826780E-01  3.690738E-01  6.210334E-01  2.832403E-01  4.314990E-01  4.106932E-01  7.173869E-01
   9     6     9    13  2.450885E-01  3.638069E-01  3.491484E-01  5.893501E-01  2.705980E-01  4.157565E-01  3.924552E-01  6.931541E-01
   9     6     9    14  2.327192E-01  3.451641E-01  3.311224E-01  5.571408E-01  2.591869E-01  4.000603E-01  3.766269E-01  6.678991E-01
   9     7     1     1  2.798012E-01  3.449308E-01  3.200400E-01  3.788368E-01  3.854473E-01  5.267105E-01  4.690786E-01  6.149618E-01
   9     7     1     2  2.797926E-01  3.449312E-01  3.200364E-01  3.788484E-01  3.854311E-01  5.267002E-01  4.690662E-01  6.149699E-01
   9     7     1     3  2.797750E-01  3.449316E-01  3.200288E-01  3.788713E-01  3.853977E-01  5.266787E-01  4.690402E-01  6.149851E-01
   9     7     1     4  2.797381E-01  3.449309E-01  3.200119E-01  3.789158E-01  3.853272E-01  5.266313E-01  4.689839E-01  6.150117E-01
   9     7     1     5  2.796578E-01  3.449230E-01  3.199715E-01  3.789996E-01  3.851714E-01  5.265192E-01  4.688545E-01  6.150499E-01
   9     7     1     6  2.794720E-01  3.448812E-01  3.198641E-01  3.791450E-01  3.848019E-01  5.262262E-01  4.685291E-01  6.150633E-01
   9     7     1     7  2.790060E-01  3.446922E-01  3.195463E-01  3.793371E-01  3.838472E-01  5.253694E-01  4.676228E-01  6.148244E-01
   9     7     1     8  2.777506E-01  3.439049E-01  3.185303E-01  3.792902E-01  3.812023E-01  5.226542E-01  4.648976E-01  6.132669E-01
   9     7     1     9  2.743450E-01  3.410192E-01  3.153459E-01  3.776622E-01  3.739753E-01  5.143056E-01  4.568860E-01  6.066839E-01
   9     7     1    10  2.664209E-01  3.331544E-01  3.072838E-01  3.716573E-01  3.577968E-01  4.941938E-01  4.381110E-01  5.886611E-01
   9     7     1    11  2.531812E-01  3.190707E-01  2.934045E-01  3.602782E-01  3.326900E-01  4.617236E-01  4.085203E-01  5.588271E-01
   9     7     1    12  2.365076E-01  3.004552E-01  2.759500E-01  3.456610E-01  3.035187E-01  4.227487E-01  3.744308E-01  5.240942E-01
   9     7     1    13  2.185632E-01  2.793868E-01  2.575710E-01  3.303393E-01  2.744064E-01  3.823319E-01  3.413160E-01  4.903225E-01
   9     7     1    14  2.009498E-01  2.579887E-01  2.401763E-01  3.166444E-01  2.477126E-01  3.444449E-01  3.120843E-01  4.617225E-01
   9     7     2     1  2.852658E-01  3.522958E-01  3.260902E-01  3.864200E-01  3.941667E-01  5.371300E-01  4.784196E-01  6.232796E-01
   9     7     2     2  2.852543E-01  3.522853E-01  3.260793E-01  3.864129E-01  3.941374E-01  5.371006E-01  4.783911E-01  6.232658E-01
   9     7     2     3  2.852311E-01  3.522640E-01  3.260572E-01  3.863984E-01  3.940782E-01  5.370407E-01  4.783332E-01  6.232372E-01
   9     7     2     4  2.851837E-01  3.522200E-01  3.260117E-01  3.863680E-01  3.939563E-01  5.369167E-01  4.782134E-01  6.231758E-01
   9     7     2     5  2.850845E-01  3.521267E-01  3.259160E-01  3.863021E-01  3.936994E-01  5.366522E-01  4.779585E-01  6.230370E-01
   9     7     2     6  2.848705E-01  3.519212E-01  3.257077E-01  3.861520E-01  3.931371E-01  5.360614E-01  4.773912E-01  6.226989E-01
   9     7     2     7  2.843912E-01  3.514501E-01  3.252355E-01  3.857957E-01  3.918434E-01  5.346633E-01  4.760541E-01  6.218050E-01
   9     7     2     8  2.832929E-01  3.503586E-01  3.241425E-01  3.849516E-01  3.887500E-01  5.311967E-01  4.727521E-01  6.193023E-01
   9     7     2     9  2.808010E-01  3.478560E-01  3.216166E-01  3.829527E-01  3.813908E-01  5.225372E-01  4.645678E-01  6.122171E-01
   9     7     2    10  2.752692E-01  3.420632E-01  3.158168E-01  3.780188E-01  3.657298E-01  5.031257E-01  4.464782E-01  5.948055E-01
   9     7     2    11  2.646017E-01  3.304166E-01  3.044665E-01  3.679831E-01  3.407953E-01  4.710282E-01  4.172267E-01  5.653349E-01
   9     7     2    12  2.486764E-01  3.121270E-01  2.876707E-01  3.528660E-01  3.108759E-01  4.311182E-01  3.823850E-01  5.297222E-01
   9     7     2    13  2.293799E-01  2.889429E-01  2.678169E-01  3.353612E-01  2.803413E-01  3.887471E-01  3.477252E-01  4.943417E-01
   9     7     2    14  2.087895E-01  2.640159E-01  2.473592E-01  3.192686E-01  2.518637E-01  3.483579E-01  3.166230E-01  4.641675E-01
   9     7     3     1  2.862386E-01  3.634567E-01  3.310660E-01  4.058945E-01  4.025253E-01  5.621046E-01  4.933430E-01  6.624066E-01
   9     7     3     2  2.862222E-01  3.634278E-01  3.310433E-01  4.058578E-01  4.024904E-01  5.620418E-01  4.932960E-01  6.623305E-01
   9     7     3     3  2.861891E-01  3.633696E-01  3.309977E-01  4.057841E-01  4.024201E-01  5.619152E-01  4.932012E-01  6.621771E-01
   9     7     3     4  2.861219E-01  3.632519E-01  3.309055E-01  4.056356E-01  4.022774E-01  5.616585E-01  4.930089E-01  6.618657E-01
   9     7     3     5  2.859839E-01  3.630123E-01  3.307177E-01  4.053346E-01  4.019841E-01  5.611316E-01  4.926133E-01  6.612262E-01
   9     7     3     6  2.856952E-01  3.625185E-01  3.303300E-01  4.047201E-01  4.013690E-01  5.600302E-01  4.917832E-01  6.598875E-01
   9     7     3     7  2.850784E-01  3.614925E-01  3.295209E-01  4.034639E-01  4.000498E-01  5.576843E-01  4.900018E-01  6.570330E-01
   9     7     3     8  2.837641E-01  3.594119E-01  3.278608E-01  4.009834E-01  3.972118E-01  5.527205E-01  4.861735E-01  6.509995E-01
   9     7     3     9  2.811320E-01  3.555978E-01  3.247245E-01  3.966286E-01  3.913678E-01  5.428739E-01  4.783432E-01  6.391393E-01
   9     7     3    10  2.764525E-01  3.497032E-01  3.196248E-01  3.903888E-01  3.801171E-01  5.251444E-01  4.635848E-01  6.184758E-01
   9     7     3    11  2.697194E-01  3.426370E-01  3.132215E-01  3.839785E-01  3.607361E-01  4.967801E-01  4.391689E-01  5.878197E-01
   9     7     3    12  2.627091E-01  3.363951E-01  3.077742E-01  3.796475E-01  3.326901E-01  4.567747E-01  4.055071E-01  5.487974E-01
   9     7     3    13  2.581287E-01  3.324058E-01  3.053067E-01  3.769880E-01  2.991526E-01  4.086625E-01  3.671529E-01  5.070806E-01
   9     7     3    14  2.551818E-01  3.274902E-01  2.981188E-01  3.667770E-01  2.647566E-01  3.601154E-01  3.295049E-01  4.708508E-01
   9     7     4     1  2.765005E-01  3.625378E-01  3.233305E-01  4.155235E-01  3.932527E-01  5.660737E-01  4.870986E-01  6.851603E-01
   9     7     4     2  2.764895E-01  3.625156E-01  3.233147E-01  4.154938E-01  3.932282E-01  5.660217E-01  4.870626E-01  6.850894E-01
   9     7     4     3  2.764671E-01  3.624713E-01  3.232830E-01  4.154349E-01  3.931790E-01  5.659175E-01  4.869903E-01  6.849473E-01
   9     7     4     4  2.764214E-01  3.623829E-01  3.232196E-01  4.153188E-01  3.930797E-01  5.657080E-01  4.868449E-01  6.846622E-01
   9     7     4     5  2.763262E-01  3.622069E-01  3.230926E-01  4.150933E-01  3.928775E-01  5.652851E-01  4.865505E-01  6.840887E-01
   9     7     4     6  2.761214E-01  3.618593E-01  3.228384E-01  4.146707E-01  3.924608E-01  5.644259E-01  4.859498E-01  6.829318E-01
   9     7     4     7  2.756605E-01  3.611891E-01  3.223338E-01  4.139440E-01  3.915893E-01  5.626764E-01  4.847158E-01  6.806052E-01
   9     7     4     8  2.745725E-01  3.599764E-01  3.213572E-01  4.129572E-01  3.897700E-01  5.591924E-01  4.822150E-01  6.760658E-01
   9     7     4     9  2.719178E-01  3.579255E-01  3.194291E-01  4.123056E-01  3.861536E-01  5.528068E-01  4.774741E-01  6.680117E-01
   9     7     4    10  2.655590E-01  3.534917E-01  3.145923E-01  4.115373E-01  3.795210E-01  5.424378E-01  4.693600E-01  6.555594E-01
   9     7     4    11  2.536501E-01  3.423048E-01  3.030340E-01  4.040512E-01  3.689336E-01  5.277913E-01  4.574741E-01  6.390316E-01
   9     7     4    12  2.395679E-01  3.249659E-01  2.874677E-01  3.870114E-01  3.568947E-01  5.124132E-01  4.458175E-01  6.229748E-01
   9     7     4    13  2.286055E-01  3.094003E-01  2.758329E-01  3.705027E-01  3.482792E-01  5.001775E-01  4.388110E-01  6.081626E-01
   9     7     4    14  2.220606E-01  2.999412E-01  2.708168E-01  3.615274E-01  3.419704E-01  4.840842E-01  4.216922E-01  5.731196E-01
