Relative particle diameter size
9
Aspect Ratio coordinates size
9
Particle Reynolds number coordinates size
14
Relative particle diameter coordinates (Particle diameter/Grid cell dimension parallel to slip)
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
Aspect Ratio coordinates (Grid cell dimension perpendicular to slip/Grid cell dimension parallel to slip)
1.600000E+01
8.000000E+00
4.000000E+00
2.000000E+00
1.000000E+00
5.000000E-01
2.500000E-01
1.250000E-01
6.250000E-02
Reynolds number coordinates (Calculated using particle diameter and freestream velocity)
1.562500E-02
3.125000E-02
6.250000E-02
1.250000E-01
2.500000E-01
5.000000E-01
1.000000E+00
2.000000E+00
4.000000E+00
8.000000E+00
1.600000E+01
3.200000E+01
6.400000E+01
1.280000E+02
Slip correction coefficient data
IDIA  IARY  IARZ  IREY            C1            C2            C3            C4            C5            C6            C7            C8
   2     2     8     6  2.378048E-01  3.122367E-01  3.114050E-01  4.533217E-01  2.643495E-01  3.483978E-01  3.587756E-01  5.345246E-01
   2     2     8     7  2.216517E-01  2.936903E-01  2.843505E-01  4.152019E-01  2.494528E-01  3.367402E-01  3.319188E-01  5.073996E-01
   2     2     8     8  2.056717E-01  2.740090E-01  2.586295E-01  3.769185E-01  2.349264E-01  3.249619E-01  3.067191E-01  4.810387E-01
   2     2     8     9  1.900625E-01  2.546710E-01  2.344594E-01  3.412896E-01  2.204455E-01  3.141783E-01  2.825048E-01  4.577415E-01
   2     2     8    10  1.759473E-01  2.388821E-01  2.133730E-01  3.135505E-01  2.063942E-01  3.072053E-01  2.598390E-01  4.430794E-01
   2     2     8    11  1.646493E-01  2.309784E-01  1.969939E-01  3.001031E-01  1.929683E-01  3.071246E-01  2.388960E-01  4.429306E-01
   2     2     8    12  1.555299E-01  2.320456E-01  1.840805E-01  3.019267E-01  1.786111E-01  3.130685E-01  2.172324E-01  4.554498E-01
   2     2     8    13  1.454938E-01  2.374493E-01  1.701728E-01  3.111586E-01  1.609923E-01  3.204520E-01  1.916370E-01  4.712987E-01
   2     2     8    14  1.316481E-01  2.428233E-01  1.514992E-01  3.204675E-01  1.395857E-01  3.261663E-01  1.619261E-01  4.838090E-01
   2     2     9     1  3.142565E-01  3.860970E-01  4.551218E-01  6.267049E-01  3.280719E-01  3.975416E-01  4.852752E-01  6.583579E-01
   2     2     9     2  3.092951E-01  3.823408E-01  4.456146E-01  6.185321E-01  3.232510E-01  3.943668E-01  4.757239E-01  6.515431E-01
   2     2     9     3  2.999497E-01  3.753014E-01  4.270625E-01  6.011194E-01  3.141485E-01  3.884781E-01  4.568804E-01  6.364750E-01
   2     2     9     4  2.866147E-01  3.649798E-01  4.008108E-01  5.749971E-01  3.011537E-01  3.800413E-01  4.301472E-01  6.139826E-01
   2     2     9     5  2.716684E-01  3.530392E-01  3.723106E-01  5.456223E-01  2.867621E-01  3.709264E-01  4.014669E-01  5.901373E-01
   2     2     9     6  2.568630E-01  3.403402E-01  3.451433E-01  5.156646E-01  2.729066E-01  3.622605E-01  3.748868E-01  5.681981E-01
   2     2     9     7  2.426743E-01  3.265468E-01  3.200730E-01  4.845394E-01  2.601713E-01  3.538838E-01  3.513229E-01  5.476707E-01
   2     2     9     8  2.285364E-01  3.109086E-01  2.959817E-01  4.508304E-01  2.479091E-01  3.449969E-01  3.293695E-01  5.265775E-01
   2     2     9     9  2.139262E-01  2.931144E-01  2.719639E-01  4.143413E-01  2.353352E-01  3.350484E-01  3.075700E-01  5.036878E-01
   2     2     9    10  1.988979E-01  2.737426E-01  2.481527E-01  3.766602E-01  2.221233E-01  3.242411E-01  2.854017E-01  4.796217E-01
   2     2     9    11  1.840698E-01  2.545466E-01  2.255087E-01  3.412619E-01  2.083894E-01  3.140299E-01  2.631282E-01  4.575957E-01
   2     2     9    12  1.705892E-01  2.388762E-01  2.056119E-01  3.136909E-01  1.945586E-01  3.074443E-01  2.414526E-01  4.437429E-01
   2     2     9    13  1.595678E-01  2.311104E-01  1.898171E-01  3.004481E-01  1.806473E-01  3.076539E-01  2.203783E-01  4.441956E-01
   2     2     9    14  1.502596E-01  2.323002E-01  1.767860E-01  3.024750E-01  1.650697E-01  3.137975E-01  1.976008E-01  4.571414E-01
   2     3     1     1  2.425341E-01  2.480222E-01  3.064202E-01  3.112954E-01  3.160250E-01  3.252481E-01  4.380018E-01  4.479607E-01
   2     3     1     2  2.346030E-01  2.396664E-01  2.977193E-01  3.025407E-01  3.029771E-01  3.113107E-01  4.205766E-01  4.301875E-01
   2     3     1     3  2.256975E-01  2.307098E-01  2.880507E-01  2.932756E-01  2.887078E-01  2.968087E-01  4.018080E-01  4.119618E-01
   2     3     1     4  2.200624E-01  2.257220E-01  2.820617E-01  2.883104E-01  2.799116E-01  2.889772E-01  3.904886E-01  4.024681E-01
   2     3     1     5  2.177782E-01  2.245061E-01  2.796654E-01  2.872288E-01  2.763985E-01  2.871631E-01  3.860351E-01  4.004852E-01
   2     3     1     6  2.169947E-01  2.247402E-01  2.788593E-01  2.875639E-01  2.751969E-01  2.876041E-01  3.845454E-01  4.011831E-01
   2     3     1     7  2.168313E-01  2.251982E-01  2.787992E-01  2.880809E-01  2.749510E-01  2.883728E-01  3.844423E-01  4.022065E-01
   2     3     1     8  2.171129E-01  2.255543E-01  2.793273E-01  2.884714E-01  2.753833E-01  2.889606E-01  3.854337E-01  4.029703E-01
   2     3     1     9  2.176066E-01  2.257798E-01  2.800934E-01  2.887248E-01  2.761452E-01  2.893295E-01  3.868698E-01  4.034619E-01
   2     3     1    10  2.180540E-01  2.259041E-01  2.807425E-01  2.888721E-01  2.768303E-01  2.895353E-01  3.880862E-01  4.037547E-01
   2     3     1    11  2.183541E-01  2.259732E-01  2.811669E-01  2.889546E-01  2.772927E-01  2.896481E-01  3.888827E-01  4.039147E-01
   2     3     1    12  2.185295E-01  2.260061E-01  2.814112E-01  2.890001E-01  2.775643E-01  2.897038E-01  3.893424E-01  4.040011E-01
   2     3     1    13  2.186243E-01  2.260241E-01  2.815425E-01  2.890206E-01  2.777083E-01  2.897343E-01  3.895879E-01  4.040454E-01
   2     3     1    14  2.186737E-01  2.260326E-01  2.816121E-01  2.890336E-01  2.777858E-01  2.897474E-01  3.897166E-01  4.040674E-01
   2     3     2     1  2.507077E-01  2.574112E-01  3.183281E-01  3.249798E-01  3.263611E-01  3.369176E-01  4.545539E-01  4.664923E-01
   2     3     2     2  2.418839E-01  2.479686E-01  3.071606E-01  3.134054E-01  3.117749E-01  3.212142E-01  4.338567E-01  4.450622E-01
   2     3     2     3  2.315367E-01  2.374448E-01  2.949233E-01  3.013579E-01  2.955545E-01  3.045952E-01  4.118014E-01  4.233272E-01
   2     3     2     4  2.246198E-01  2.311676E-01  2.872505E-01  2.947274E-01  2.853230E-01  2.953009E-01  3.984706E-01  4.118277E-01
   2     3     2     5  2.217245E-01  2.294282E-01  2.841231E-01  2.930689E-01  2.811750E-01  2.929235E-01  3.931827E-01  4.091628E-01
   2     3     2     6  2.207139E-01  2.295475E-01  2.830468E-01  2.933140E-01  2.797488E-01  2.932377E-01  3.913967E-01  4.097422E-01
   2     3     2     7  2.204837E-01  2.300228E-01  2.828963E-01  2.938693E-01  2.794407E-01  2.940134E-01  3.912136E-01  4.107922E-01
   2     3     2     8  2.208059E-01  2.304100E-01  2.834504E-01  2.943081E-01  2.799335E-01  2.946284E-01  3.922767E-01  4.116078E-01
   2     3     2     9  2.214042E-01  2.306560E-01  2.843076E-01  2.945947E-01  2.808124E-01  2.950142E-01  3.938580E-01  4.121370E-01
   2     3     2    10  2.219499E-01  2.307929E-01  2.850531E-01  2.947617E-01  2.816094E-01  2.952343E-01  3.952132E-01  4.124485E-01
   2     3     2    11  2.223190E-01  2.308655E-01  2.855440E-01  2.948530E-01  2.821507E-01  2.953488E-01  3.961070E-01  4.126185E-01
   2     3     2    12  2.225357E-01  2.309018E-01  2.858301E-01  2.949005E-01  2.824651E-01  2.954099E-01  3.966199E-01  4.127109E-01
   2     3     2    13  2.226528E-01  2.309189E-01  2.859816E-01  2.949253E-01  2.826360E-01  2.954389E-01  3.968961E-01  4.127569E-01
   2     3     2    14  2.227156E-01  2.309297E-01  2.860616E-01  2.949372E-01  2.827228E-01  2.954553E-01  3.970397E-01  4.127794E-01
   2     3     3     1  2.595415E-01  2.701795E-01  3.414458E-01  3.558574E-01  3.414458E-01  3.558574E-01  4.929739E-01  5.136308E-01
   2     3     3     2  2.502766E-01  2.598606E-01  3.257861E-01  3.385989E-01  3.257861E-01  3.385989E-01  4.655710E-01  4.841006E-01
   2     3     3     3  2.380545E-01  2.470548E-01  3.068179E-01  3.188345E-01  3.068179E-01  3.188345E-01  4.343126E-01  4.521279E-01
   2     3     3     4  2.285917E-01  2.381769E-01  2.935288E-01  3.064626E-01  2.935288E-01  3.064626E-01  4.137820E-01  4.334213E-01
   2     3     3     5  2.241984E-01  2.352862E-01  2.877323E-01  3.027745E-01  2.877323E-01  3.027745E-01  4.051498E-01  4.281785E-01
   2     3     3     6  2.226396E-01  2.353497E-01  2.857018E-01  3.029296E-01  2.857018E-01  3.029296E-01  4.021507E-01  4.285056E-01
   2     3     3     7  2.222101E-01  2.360621E-01  2.852002E-01  3.038755E-01  2.852002E-01  3.038755E-01  4.015561E-01  4.299065E-01
   2     3     3     8  2.225391E-01  2.366726E-01  2.857570E-01  3.046707E-01  2.857570E-01  3.046707E-01  4.027102E-01  4.310720E-01
   2     3     3     9  2.233150E-01  2.370513E-01  2.868792E-01  3.051683E-01  2.868792E-01  3.051683E-01  4.047054E-01  4.318184E-01
   2     3     3    10  2.240750E-01  2.372488E-01  2.879375E-01  3.054394E-01  2.879375E-01  3.054394E-01  4.065023E-01  4.322403E-01
   2     3     3    11  2.246117E-01  2.373454E-01  2.886662E-01  3.055785E-01  2.886662E-01  3.055785E-01  4.077123E-01  4.324649E-01
   2     3     3    12  2.249305E-01  2.373934E-01  2.890955E-01  3.056453E-01  2.890955E-01  3.056453E-01  4.084200E-01  4.325786E-01
   2     3     3    13  2.251030E-01  2.374142E-01  2.893286E-01  3.056810E-01  2.893286E-01  3.056810E-01  4.087997E-01  4.326346E-01
   2     3     3    14  2.251956E-01  2.374270E-01  2.894486E-01  3.056962E-01  2.894486E-01  3.056962E-01  4.089998E-01  4.326637E-01
   2     3     4     1  2.623271E-01  2.838830E-01  3.551355E-01  3.911436E-01  3.481493E-01  3.715760E-01  5.216647E-01  5.645126E-01
   2     3     4     2  2.535539E-01  2.735276E-01  3.382030E-01  3.709870E-01  3.339588E-01  3.554926E-01  4.927806E-01  5.320754E-01
   2     3     4     3  2.399005E-01  2.584716E-01  3.135328E-01  3.433204E-01  3.140010E-01  3.344139E-01  4.537236E-01  4.909230E-01
   2     3     4     4  2.261692E-01  2.447342E-01  2.907033E-01  3.199053E-01  2.963132E-01  3.178061E-01  4.206657E-01  4.596867E-01
   2     3     4     5  2.177888E-01  2.382698E-01  2.777564E-01  3.096856E-01  2.865359E-01  3.111630E-01  4.031289E-01  4.476674E-01
   2     3     4     6  2.144751E-01  2.379212E-01  2.728308E-01  3.093095E-01  2.827866E-01  3.111671E-01  3.965602E-01  4.478023E-01
   2     3     4     7  2.132611E-01  2.395544E-01  2.710973E-01  3.119326E-01  2.815615E-01  3.130162E-01  3.945369E-01  4.512029E-01
   2     3     4     8  2.129494E-01  2.411062E-01  2.707936E-01  3.143828E-01  2.817763E-01  3.146697E-01  3.951898E-01  4.542201E-01
   2     3     4     9  2.134887E-01  2.420957E-01  2.717363E-01  3.159339E-01  2.830893E-01  3.157042E-01  3.977578E-01  4.561100E-01
   2     3     4    10  2.143738E-01  2.425886E-01  2.731265E-01  3.167151E-01  2.846132E-01  3.162286E-01  4.005946E-01  4.570782E-01
   2     3     4    11  2.151314E-01  2.428013E-01  2.742797E-01  3.170589E-01  2.857711E-01  3.164663E-01  4.027033E-01  4.575261E-01
   2     3     4    12  2.156282E-01  2.428907E-01  2.750238E-01  3.172080E-01  2.864850E-01  3.165723E-01  4.039970E-01  4.577304E-01
   2     3     4    13  2.159130E-01  2.429311E-01  2.754461E-01  3.172755E-01  2.868847E-01  3.166190E-01  4.047154E-01  4.578264E-01
   2     3     4    14  2.160676E-01  2.429477E-01  2.756742E-01  3.173046E-01  2.870946E-01  3.166436E-01  4.050919E-01  4.578705E-01
   2     3     5     1  2.556648E-01  2.967289E-01  3.437242E-01  4.176950E-01  3.339777E-01  3.732949E-01  4.954830E-01  5.762988E-01
   2     3     5     2  2.491103E-01  2.883675E-01  3.312652E-01  4.011724E-01  3.244041E-01  3.622347E-01  4.758933E-01  5.535884E-01
   2     3     5     3  2.369985E-01  2.740213E-01  3.093417E-01  3.737333E-01  3.081618E-01  3.451798E-01  4.431800E-01  5.186391E-01
   2     3     5     4  2.209305E-01  2.562336E-01  2.820161E-01  3.412560E-01  2.884631E-01  3.268226E-01  4.044078E-01  4.806742E-01
   2     3     5     5  2.061881E-01  2.414619E-01  2.584836E-01  3.157410E-01  2.718024E-01  3.141032E-01  3.728711E-01  4.546462E-01
   2     3     5     6  1.971823E-01  2.352114E-01  2.447479E-01  3.055019E-01  2.622787E-01  3.106367E-01  3.555415E-01  4.477729E-01
   2     3     5     7  1.931537E-01  2.363360E-01  2.387647E-01  3.075637E-01  2.580282E-01  3.133563E-01  3.480312E-01  4.534158E-01
   2     3     5     8  1.901864E-01  2.397749E-01  2.344122E-01  3.134136E-01  2.551873E-01  3.173010E-01  3.431670E-01  4.615503E-01
   2     3     5     9  1.870701E-01  2.427582E-01  2.298714E-01  3.184781E-01  2.534892E-01  3.202976E-01  3.403999E-01  4.677566E-01
   2     3     5    10  1.844122E-01  2.445694E-01  2.259907E-01  3.215560E-01  2.532041E-01  3.219816E-01  3.400789E-01  4.712578E-01
   2     3     5    11  1.824172E-01  2.454030E-01  2.230644E-01  3.229801E-01  2.535842E-01  3.227287E-01  3.408573E-01  4.728220E-01
   2     3     5    12  1.810585E-01  2.457225E-01  2.210715E-01  3.235343E-01  2.540260E-01  3.230204E-01  3.416852E-01  4.734399E-01
   2     3     5    13  1.802306E-01  2.458391E-01  2.198560E-01  3.237361E-01  2.543331E-01  3.231337E-01  3.422558E-01  4.736792E-01
   2     3     5    14  1.797630E-01  2.458806E-01  2.191750E-01  3.238151E-01  2.545158E-01  3.231783E-01  3.425887E-01  4.737784E-01
   2     3     6     1  2.626579E-01  3.245594E-01  3.572766E-01  4.762613E-01  3.263488E-01  3.857245E-01  4.822233E-01  6.119935E-01
   2     3     6     2  2.567018E-01  3.163843E-01  3.457088E-01  4.593319E-01  3.184570E-01  3.761415E-01  4.657633E-01  5.916098E-01
   2     3     6     3  2.453887E-01  3.021535E-01  3.246999E-01  4.303709E-01  3.043592E-01  3.609401E-01  4.368181E-01  5.588835E-01
   2     3     6     4  2.292765E-01  2.831175E-01  2.964679E-01  3.927666E-01  2.854353E-01  3.429413E-01  3.989787E-01  5.191217E-01
   2     3     6     5  2.114688E-01  2.626168E-01  2.671394E-01  3.542589E-01  2.654280E-01  3.258920E-01  3.607948E-01  4.815295E-01
   2     3     6     6  1.953810E-01  2.446598E-01  2.419853E-01  3.223815E-01  2.481816E-01  3.132785E-01  3.295727E-01  4.545176E-01
   2     3     6     7  1.838082E-01  2.340299E-01  2.245874E-01  3.043439E-01  2.363542E-01  3.086181E-01  3.090617E-01  4.447994E-01
   2     3     6     8  1.768341E-01  2.328005E-01  2.143732E-01  3.024044E-01  2.284664E-01  3.116158E-01  2.958064E-01  4.510948E-01
   2     3     6     9  1.710166E-01  2.369239E-01  2.059618E-01  3.094527E-01  2.205903E-01  3.175342E-01  2.828513E-01  4.636276E-01
   2     3     6    10  1.635431E-01  2.416820E-01  1.952701E-01  3.176410E-01  2.119068E-01  3.226797E-01  2.688394E-01  4.746851E-01
   2     3     6    11  1.541922E-01  2.451039E-01  1.820938E-01  3.235823E-01  2.037773E-01  3.258778E-01  2.559630E-01  4.816382E-01
   2     3     6    12  1.438938E-01  2.468895E-01  1.678721E-01  3.267067E-01  1.971255E-01  3.273797E-01  2.456010E-01  4.849298E-01
   2     3     6    13  1.344269E-01  2.476010E-01  1.550900E-01  3.279600E-01  1.923710E-01  3.279469E-01  2.382934E-01  4.861804E-01
   2     3     6    14  1.272973E-01  2.478391E-01  1.456505E-01  3.283838E-01  1.893867E-01  3.281374E-01  2.337515E-01  4.866063E-01
   2     3     7     1  2.818189E-01  3.563936E-01  3.933032E-01  5.467481E-01  3.255887E-01  3.978380E-01  4.815147E-01  6.448829E-01
   2     3     7     2  2.760508E-01  3.484064E-01  3.817502E-01  5.296704E-01  3.187827E-01  3.892718E-01  4.672050E-01  6.264896E-01
   2     3     7     3  2.652101E-01  3.349471E-01  3.608048E-01  5.008693E-01  3.065554E-01  3.759127E-01  4.418728E-01  5.971860E-01
   2     3     7     4  2.497993E-01  3.173617E-01  3.324112E-01  4.633083E-01  2.899562E-01  3.603355E-01  4.082684E-01  5.614949E-01
   2     3     7     5  2.322091E-01  2.976433E-01  3.017488E-01  4.224511E-01  2.716351E-01  3.448191E-01  3.726914E-01  5.252980E-01
   2     3     7     6  2.144740E-01  2.769655E-01  2.724007E-01  3.818685E-01  2.536791E-01  3.300751E-01  3.395433E-01  4.917503E-01
   2     3     7     7  1.978849E-01  2.568969E-01  2.462034E-01  3.447257E-01  2.373971E-01  3.172456E-01  3.109261E-01  4.636797E-01
   2     3     7     8  1.834275E-01  2.404157E-01  2.242785E-01  3.157540E-01  2.232914E-01  3.087830E-01  2.871743E-01  4.457784E-01
   2     3     7     9  1.722967E-01  2.317994E-01  2.079308E-01  3.011425E-01  2.113005E-01  3.075792E-01  2.676841E-01  4.432948E-01
   2     3     7    10  1.640064E-01  2.323235E-01  1.960231E-01  3.020797E-01  1.996779E-01  3.128079E-01  2.493396E-01  4.542896E-01
   2     3     7    11  1.554232E-01  2.374286E-01  1.839075E-01  3.107986E-01  1.859367E-01  3.198199E-01  2.282826E-01  4.692954E-01
   2     3     7    12  1.438701E-01  2.426508E-01  1.679495E-01  3.198306E-01  1.697575E-01  3.253804E-01  2.043401E-01  4.814176E-01
   2     3     7    13  1.285231E-01  2.462234E-01  1.473665E-01  3.260876E-01  1.527624E-01  3.286240E-01  1.801346E-01  4.885863E-01
   2     3     7    14  1.107248E-01  2.480027E-01  1.243658E-01  3.292248E-01  1.375790E-01  3.300542E-01  1.592998E-01  4.917723E-01
   2     3     8     1  3.021296E-01  3.825905E-01  4.332283E-01  6.089346E-01  3.287391E-01  4.073764E-01  4.885786E-01  6.707280E-01
   2     3     8     2  2.964097E-01  3.748249E-01  4.214508E-01  5.921134E-01  3.225169E-01  3.994151E-01  4.754123E-01  6.536417E-01
   2     3     8     3  2.858877E-01  3.623389E-01  4.003446E-01  5.647103E-01  3.114261E-01  3.873325E-01  4.522344E-01  6.270798E-01
   2     3     8     4  2.712835E-01  3.470453E-01  3.720495E-01  5.301671E-01  2.965842E-01  3.739367E-01  4.217664E-01  5.958842E-01
   2     3     8     5  2.548724E-01  3.306712E-01  3.416898E-01  4.931923E-01  2.804519E-01  3.613118E-01  3.897690E-01  5.652636E-01
   2     3     8     6  2.382693E-01  3.132626E-01  3.124088E-01  4.553427E-01  2.646637E-01  3.493700E-01  3.597948E-01  5.365321E-01
   2     3     8     7  2.220288E-01  2.945329E-01  2.850466E-01  4.167221E-01  2.497300E-01  3.375645E-01  3.326718E-01  5.090300E-01
   2     3     8     8  2.059546E-01  2.746852E-01  2.591062E-01  3.780491E-01  2.351547E-01  3.256888E-01  3.072816E-01  4.824044E-01
   2     3     8     9  1.902581E-01  2.551949E-01  2.347780E-01  3.421170E-01  2.206188E-01  3.148238E-01  2.829356E-01  4.589062E-01
   2     3     8    10  1.760745E-01  2.392837E-01  2.135891E-01  3.141656E-01  2.065218E-01  3.077876E-01  2.601827E-01  4.441087E-01
   2     3     8    11  1.647331E-01  2.313066E-01  1.971533E-01  3.005983E-01  1.930630E-01  3.076725E-01  2.391968E-01  4.438888E-01
   2     3     8    12  1.555882E-01  2.323501E-01  1.842112E-01  3.023863E-01  1.786938E-01  3.135997E-01  2.175281E-01  4.563801E-01
   2     3     8    13  1.455444E-01  2.377500E-01  1.703016E-01  3.116139E-01  1.610826E-01  3.209733E-01  1.919628E-01  4.722183E-01
   2     3     8    14  1.316999E-01  2.431238E-01  1.516403E-01  3.209277E-01  1.397109E-01  3.266788E-01  1.623226E-01  4.847173E-01
   2     3     9     1  3.170064E-01  3.998266E-01  4.637978E-01  6.522382E-01  3.318867E-01  4.135056E-01  4.955122E-01  6.875168E-01
   2     3     9     2  3.113192E-01  3.922574E-01  4.518788E-01  6.358931E-01  3.259632E-01  4.058780E-01  4.829237E-01  6.712062E-01
   2     3     9     3  3.010630E-01  3.805875E-01  4.307797E-01  6.101379E-01  3.154905E-01  3.945513E-01  4.609011E-01  6.463971E-01
   2     3     9     4  2.871972E-01  3.672924E-01  4.029283E-01  5.792944E-01  3.016865E-01  3.825691E-01  4.322702E-01  6.183823E-01
   2     3     9     5  2.720515E-01  3.542374E-01  3.736243E-01  5.481030E-01  2.870211E-01  3.721090E-01  4.027226E-01  5.924849E-01
   2     3     9     6  2.571646E-01  3.411855E-01  3.460164E-01  5.174244E-01  2.730931E-01  3.630342E-01  3.757158E-01  5.698200E-01
   2     3     9     7  2.429199E-01  3.272377E-01  3.206725E-01  4.858879E-01  2.603263E-01  3.545078E-01  3.519035E-01  5.489457E-01
   2     3     9     8  2.287237E-01  3.114776E-01  2.963921E-01  4.518709E-01  2.480305E-01  3.455338E-01  3.297843E-01  5.276186E-01
   2     3     9     9  2.140580E-01  2.935739E-01  2.722397E-01  4.151247E-01  2.354236E-01  3.355089E-01  3.078674E-01  5.045472E-01
   2     3     9    10  1.989865E-01  2.740995E-01  2.483388E-01  3.772371E-01  2.221842E-01  3.246365E-01  2.856209E-01  4.803348E-01
   2     3     9    11  1.841294E-01  2.548176E-01  2.256319E-01  3.416814E-01  2.084320E-01  3.143719E-01  2.632977E-01  4.581983E-01
